companyId,bossUid,jobName,ext,jobCityList,graduationYear,eduLevel,salaryType,salaryMin,salaryMax,salaryMonth,companyName,scaleTagName,personScales,companyShortName,address
665,90667,数据分析师分析实习生-抖音搜索,"{""requirements"":""1、2025届本科及以上学历在读，数学、统计学等数据相关专业；\n2、优先每周至少4天以上工作时间，至少连续实习3个月以上，可立即入职优先；\n3、基本的数理统计知识，能做简单数据统计分析，掌握SQL/Python等1至2种以上语言；\n4、仔细严谨、抗压能力强、能较好沟通与协作；\n5、熟悉抖音，有一定用户需求理解的同学优先。"",""infos"":""ByteIntern：面向2025届毕业生（2024年9月-2025年8月期间毕业），为符合岗位要求的同学提供转正机会。\n团队介绍：抖音搜索是抖音APP产品矩阵中的一个重要子产品，也是当下公司整体的战略级业务。依托抖音生态，抖音搜索承担着满足上亿抖音用户主动表达需求和获取有用信息的职责，同时也因为有用信息在抖音搜索的持续沉淀，可以长期持续给用户带来信息价值和需求满足，并持续加持抖音用户的活跃和信息进一步繁荣，为连接人与信息持续的社会价值持续添砖加瓦。\n\n1、承接业务需求，对接业务日常数据分析；\n2、负责搜索数据看板可视化搭建与维护；\n3、负责众测/用研/评测相关分析项目推进；\n4、负责搜索需求场景相关案例分析；\n5、实习期表现较好，岗位可留用。""}","[""北京""]",毕业不限,5000,1,200,500,0,字节跳动,D轮及以上,10000人以上,字节跳动,北京市
293208,107547,Python,"{""requirements"":""1.熟练掌握python后端框架，flask、django等，对于常用的后端组建，mysql、redis熟练使用。\n2.负责基于LangChain\\Dify框架的AI智能体开发工作和后端定制化开发。\n3.熟练掌握Python等编程语言，熟悉NLP、知识图谱等相关技术。\n4 熟悉RAG技术及其应用场景，能够独立完成大模型的部署与调用。\n5 具备良好的沟通能力和团队协作精神，能够快速理解业务需求并提供解决方案。立即沟通。"",""jobStrength"":"""",""infos"":""1.负责大模型开发平台后端开发，需要对数据库、缓存、Flask熟练掌握\n2. 给予客户需要求开发智能体\n3. 提供各种工具的MCP服务支持\n4. NLP模型部署、微调""}","[""上海""]",毕业不限,0,2,15,30,12,钧尔达（上海）数字科技有限公司,未融资,20-99人,钧尔达（上海）数字科技有限公司,上海市
27771,110076,Python,"{""requirements"":""1. 扎实的Java，python编程基础。熟悉面向对象编程。\n2. 熟悉mysql,postgresql数据库使用。\n3. 具备团队合作精神和沟通能力。\n4. 有相关实习经验者优先。"",""infos"":""1. 构建Agent的核心能力模块。\n2.负责Agent运行环境构建。\n3. 构建企业级知识库底座。\n4. 构建全生命周期AgentOps平台。""}","[""南京""]",2026届,5000,2,13,23,15,华为云,不需要融资,10000人以上,华为云,南京、深圳、成都、北京、上海
10727,111046,软件开发java python C/C++,"{""requirements"":""1、业务方向：智能汽车（自动驾驶、智能座舱、融合感知、车云、车载网络等）、新能源（光伏、电动、充电桩等）、云&AI/高性能计算、5G、芯片、光通信&应用（光纤、车载光）、路由交换机等。\n2、具备良好的计算机、软件工程领域知识，熟悉软件系统设计、开发、测试等研发领域的流程、工程方法和工具；\n3、良好的学习能力、团队协作性好，沟通协调能力强；\n4、有研发工具模块设计、接口设计、开发经验优先。"",""infos"":""1、开发工程师\n具备1年以上软件开发经验优先，熟悉C/C++、JAVA、JS、python中的至少一种，掌握常见的数据结构、算法；\nPS:接受24届无经验，转行无经验 ,学习能力出色、基础扎实，入职后导师一带一带教培养。\n\n2、软件测试工程师\n有相关测试语言/脚本的编写和实践经验优先，也可接受纯测试经验的（具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术）\n\n3、算法工程师\n熟练掌握Java/C/C++/Python其中一个或多个编程语言；熟悉机器学习、深度学习或图像算法。""}","[""杭州""]",2025届,5000,2,0,9999999,12,北京外企德科人力资源服务上海有限公司,未融资,1000-9999人,北京外企德科人力资源服务上海有限公司,上海
259143,94389,大数据开发实习生（python）,"{""requirements"":""岗位要求：\n1、 计算机科学、软件工程、数据科学或相关专业的在校本科生或研究生（大三、大四或研一、研二优先）；\n2、有浓厚的技术追求和热情，希望在python 等技术上不断深入钻研，乐于接受挑战，不断探索新技术；\n3、拥有强烈的责任心、积极主动的工作态度和良好的团队协作精神。\n\n福利待遇：\n1、朝九晚六，周末双休\n2、入职即缴纳全额五险一金，试用期薪酬不打折\n3、技术类岗位配置苹果一体机+高清大屏工作设备\n4、丰富多样不限量办公室零食\n5、新员工贴心入职大礼包，节日定制化礼品包\n6、丰富多彩的团建活动（年会、每周运动会、部门团建经费、下午茶、季度生日趴）\n7、图书免费借阅，定期举行学习分享会\n8、提供在职培训与进修机会，学习娱乐俩不误\n9、Ai天使医生全天候坐诊+免费年度体检，关怀员工身心健康\n10、丰富的假期体系(法定节假日、婚假、产假、带薪病假、每年至少5天年假、春节额外3天带薪假期)\n11、健全的薪酬体系：项目奖金、月度绩效、年度调薪机会，享受基于公司业绩和个人贡献的丰富年终奖，薪资涨涨涨"",""infos"":""岗位职责：\n1、核心系统构建： 参与设计与开发高效、可扩展的分布式爬虫系统，负责多平台海量社媒数据的智能采集与聚合；\n2、智能应用实践： 参与热点事件动态词库的对接与优化，探索并实践基于用户画像及内容理解的精准消息推送策略；\n3、前沿技术探索： 参与将前沿 AI 技术应用于数据处理流程，包括但不限于情感分析、热点事件识别与趋势预测等环节；\n4、数据价值挖掘： 学习和实践大数据处理、数据清洗、数据分析及可视化等相关技术，洞察数据背后的价值。""}","[""深圳""]",毕业不限,5000,1,200,300,0,用图科技,未融资,20-99人,用图科技,深圳市
239,72447,嵌入式软件开发C/C++,"{""requirements"":""1、本科以上学历，专业不限；\n2、熟悉Java/Python/C/C++/Go/js等一种或多种编程语言；\n3、熟练软件开发流程，热爱编程，有良好的代码风格；\n4、善于沟通，有独立解决问题的能力。"",""jobStrength"":"""",""infos"":""\n把智慧大脑放进光终端盒子里，负责终端设计开发，给所有的家庭提供接入网络服务""}","[""武汉""]",毕业不限,5000,2,12,27,14,华为,不需要融资,10000人以上,华为,深圳
293894,107941,Python实习生,"{""requirements"":""【职位要求】\n1、计算机相关专业，本科或以上学历\n2、掌握Python开发技术\n3、掌握大模型提示词工程技术、知识库开发技术、智能体开发技术优先\n4、掌握FastAPI或Flask或Django开发框架，有服务端web开发经验优先\n5、掌握SQL数据库（如MySQL、PostgreSQL）的使用\n6、熟悉Docker、Kubernetes等容器化技术，了解CI/CD流程\n7、熟悉git版本管理工具，了解VUE优先\n8、具有高度责任感、积极主动、善于学习、肯于钻研\n9、具备良好的沟通能力"",""infos"":""【岗位职责】\n1、负责大模型应用开发\n2、Python后端服务开发，解决业务逻辑和数据产品相关业务\n3、负责后端模块需求分析、接口设计与开发\n4、负责产品后端web服务的开发、维护和升级\n【职位亮点】\n1、员工95后居多，扁平化管理，工作氛围轻松活泼；\n2、给予员工在人工智能领域极大学习空间，提供理论知识学习材料，鼓励员工学习和创新；\n3、办公地点置身通州核心商务中心区，面朝京杭大运河，俯瞰运河森林公园，环境优美。""}","[""北京""]",毕业不限,5000,1,100,350,0,北京汇智有识科技有限公司,未融资,20-99人,北京汇智有识科技有限公司,北京市
10134,107674,软件开发（Java/C++/C/Python/Js）经验不限,"{""requirements"":""1、本科及以上学历；\n2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/Python/JS/HTML/GO等其中一种编程语言，有良好的编程习惯；\n3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；   \n4、对数据库、数据结构、算法有一定了解；"",""infos"":""经验不限，接受应届生、往届生、非科班专业、转行、转岗、考研考公失利……\n\n【岗位职责】\n1、从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触前沿的产品和软件技术\n2、完成从需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；\n3、创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等；\n4、有机会参与业界前沿技术研究和规划，参与开源社区运作，与全球专家一起工作、交流，构建华为在业界影响力。""}","[""深圳""]",2025届,5000,2,16,30,14,科锐国际,上市,1000-9999人,科锐国际,北京
259062,94848,web 后端开发实习生（Python/Golang）,"{""requirements"":""任职要求：\n1. 计算机、物理、数学专业，本科及以上学历；\n2. 有实际 Python/Golang Web 开发经验；\n3. 熟悉 Linux 环境及相关操作；\n4. 熟悉网络协议栈，比如 TCP/IP 协议、MQTT 协议、HTTP协议等；\n5. 具备优秀的快速学习和自我激励能力\n\n加分项\n* 参加过 ACM, CCF 等计算机相关比赛并获奖；\n* 使用 Github 并发表过原创内容或为开源项目做过贡献；"",""infos"":""公司简介\nEMQ - 杭州映云科技有限公司是面向 5G 和物联网市场的消息与流处理开源软件公司。\nEMQ 创始团队主要来自华为、IBM、亚马逊和苹果，拥有多年的工作经验和对行业的深刻理解，并对开源软件产业的未来抱有坚定的信念。\n\n岗位职责：\n1. 协助开发、维护和优化 EMQX Cloud 的后端服务，确保系统的可靠性和扩展性。\n2. 使用 Python 进行 API、微服务及后台任务系统的开发和改进。\n3. 参与云平台（如 AWS、Azure、GCP）相关功能模块的设计与实现。""}","[""杭州""]",毕业不限,5000,1,200,250,0,澜图未来（成都）数据科技,未融资,暂无,澜图未来（成都）数据科技,成都市
288901,104016,Python,"{""requirements"":""1. 知名大学本科或者研究生，每周至少4天稳定的实习时间 \n2. 了解AIGC的前沿应用，在生活中、学习中有使用chatgpt或者类似的模型者优先 \n3. 具备良好的逻辑思维，优秀的需求理解能力和拆解复杂任务的能力，有产品经理的实习经验者优先。 \n4. 具备一定的计算机知识，如编程语言，机器学习。 \n5. 具备中英文写作能力，有出色的口头和书面沟通能力。 \n6. 有良好的工作习惯，善于归纳和记录工作内容。 \n7. 良好的沟通协作能力"",""infos"":""1. 基于语言模型，设计、开发和完善代码，满足不同应用场景的需求。 \n2. 测试和分析代码效果，确定改进的领域。 \n3. 参与人工智能相关技术的研究和创新，辅助团队进行技术预研""}","[""北京""]",毕业不限,0,1,100,150,0,北京价值前沿科技有限公司,未融资,暂无,北京价值前沿科技有限公司,北京市
1742,105276,Python,"{""requirements"":""● 扎实的工程能力，优良的编程风格，熟悉C++/Python或Rust、zig语言和常用设计模式，熟悉常见的GPU的算子库，如有国产GPU卡如编译优化、编译加速等能力优先。\n\n● 熟悉深度学习的基础理论概念，能够熟练应用PyTorch等框架。\n\n● 优良的沟通表达能力和团队合作经验，具备快速学习的能力和较强的自我驱动能力。\n\n● 熟悉计算机体系结构基础知识，有扎实的高性能Kernel开发（CUDA/Triton等）、推理引擎优化(vLLM/)、模型算法优化（量化/稀疏等）、AI计算资源调度优化等方面的经验。\n\n● 熟悉常见的云原生技术，如docker、K8S等。"",""jobStrength"":"""",""infos"":""● 设计和实现高效的训练推理框架，提升多节点、多GPU环境下特别是异构算力场景下的计算效率。具备良好的工程实践和算法理论基础，熟悉底层的硬件编程和常见GPU的算子库开发，能对算法的运行效率如速度、显存占用等进行优化，推动算法稳定、高效的运行。\n\n● 完善优化训练推理框架，针对市面上的国产信创卡能提出统一的优化方案，并推进在底层的通信效率、资源占用、稳定性方面持续建设。\n\n● 设计并实现能够处理大规模并发请求的系统架构，确保极端负载下的稳定性和性能。完善错误自愈机制，提升平台训练的MFU，打造行业内一流的异构算力混训混推GPU框架。\n\n● 持续关注并跟进业界技术发展，比如超长上下文、思维链、多模态等方向。""}","[""杭州""]",毕业不限,0,2,40,75,16,阿里云,上市,10000人以上,阿里云,杭州
10727,112312,JAVA/C/C++/Python/go/web开发工程师 全国岗，14薪，全额社保公积金 应届生/,"{""requirements"":""业务技能要求：\n1、至少了解JAVA、C/C++、GO、Python、Angularjs、JavaScript、Nodejs、HTML5等1种或多种主流编程语言，了解linux/Unix操作系统，能熟练使用各种软件研发工具、数据库及中间件；\n2、了解计算机软件知识，了解云计算/大数据/DevOps/持续交付/软件算法/软件挖掘/配置管理/数学理论与建模/等某一特定领域的工程方法或工具；\n3、了解软件设计、软件开发和测试方法；对敏捷、精益、DevOps等研发模式有深入了解和实践经验。\n\n苏州、广州、东莞、深圳、长沙、杭州、南京、成都、北京、上海、武汉、西安、济南。以上有华为研究所的地方都有岗位哦"",""jobStrength"":""苏州、广州、东莞、深圳、长沙、杭州、南京、成都、北京、上海、武汉、西安、济南。以上有华为研究所的地方都有岗位哦\n接受拿到毕业证考研考公失败的应届毕业生\n全额社保公积金，试用期全薪不打折，14薪"",""infos"":""岗位职责：\n从事研发工具、分布式云化软件、互联网软件等的软件开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为行业技术专家；你将参与华为产品的软件研发工作，包括但不限于如下工作 ：\n1、负责PaaS服务架构设计和特性开发、单元测试、API测试、静态检查、本地构建等工作；\n2、与团队一起负责PaaS服务产品的技术竞争力构建，不断提升PaaS服务的业界竞争力；\n3、负责微服务框架、微服务平台设计和开发，分布式事务、分布式任务调度等中间件产品的设计和开发。\n""}","[""上海""]",毕业不限,5000,2,10,35,14,北京外企德科人力资源服务上海有限公司,未融资,1000-9999人,北京外企德科人力资源服务上海有限公司,上海
27771,111784,Python,"{""requirements"":""1.熟悉Python编程语言；\n2.对大语言模型、自然语言处理有一定的理解；\n3.有相关经历的加分。"",""infos"":""本岗位有多个方向可供选择：\n1.负责大语言模型训练、推理加速；\n2.负责大语言模型微调，RAG、提示工程；\n3.负责基于大语言模型的AI应用开发。""}","[""上海"", ""深圳"", ""西安"", ""苏州"", ""杭州"", ""南京""]",2025届,6000,2,20,40,12,华为云,不需要融资,10000人以上,华为云,南京、深圳、成都、北京、上海
259143,94389,Python爬虫实习生,"{""requirements"":""岗位要求：\n1、大三大四本科在校生，计算机及相关专业；\n2、有python爬虫项目经历或对python爬虫技术兴趣浓厚；\n3、自驱力和学习能力较强，有良好的团队沟通和协作能力，有良好的责任心；\n岗位亮点：\n技术大牛导师带教、公司提供Chatgpt等Ai工具使用\n\n想拥有一个快乐、轻松，能成长的工作氛围\n那还等什么！快来～\n1. 朝九晚六，周末双休\n2. 入职即缴纳全额五险一金\n3.技术类岗位配置苹果一体机+高清大屏的工作环境\n4. 午餐补贴，不限量办公室零食\n5. 新员工贴心入职大礼包，节日定制化礼品包\n6. 丰富多彩的团建活动（年会、每周运动会，部门团建经费，下午茶，季度生日趴）\n7. 图书免费借阅，定期举行学习分享会\n8. 提供在职培训与进修机会，学习娱乐俩不误\n9.Ai天使医生全天候坐诊+免费年度体检，关怀员工身心健康\n10. 丰富的假期体系（法定节假日、婚嫁、产假、带薪病假、每年至少8天年假）\n11. 年度调薪机会和按表现评定的年终奖金，薪资涨涨涨。"",""infos"":""岗位职责：\n1、协助开发高效、简洁的分布式爬虫系统，聚合多平台的媒体消息；\n2、协助对接关热点事件动态词库，进行消息内容的定向推送；\n4、协助整合 AI 技术到分词、热点识别等环节。""}","[""深圳""]",毕业不限,5000,1,200,300,0,用图科技,未融资,20-99人,用图科技,深圳市
239,106936,Python,"{""infos"":""1、负责AI领域的软件工程化和产品开发；\n2、负责AI算法及系统的设计和实现，包括但不限于：神经网络与机器学习、计算机视觉、无人驾驶、路径规划、智能决策、推荐系统、大模型、生成式AI等；\n3、负责产品的集成和调测，以及各类工具链的开发；\n4、负责对外洞察AI领域最新趋势，包括但不限于：大模型、生成式AI、AI for coding等。"",""requirements"":""1、计算机或人工智能相关专业，具备一个及以上大型实际软件项目经验，独立承担过关键子模块的开发工作；\n2、熟练运用至少一门编程语言（C++ /Java /Python/Rust等）；\n3、熟悉Tensorflow/scikit-learn/xgboost/Caffe/MindSpore/pytorch等主流深度学习框架的使用，具备AI算法开发及应用经验者优先；\n4、深入理解计算机系统架构与操作系统，熟练掌握异构计算平台原理和典型硬件加速器的使用方法，熟练运用并发编程和底层调试，熟悉Linux/ROS；\n5、熟悉深度神经网络、计算机视觉、机器人导航定位、运动规划、机器学习算法和知识图谱等的至少一种，能够针对算法特点与芯片硬件特点设计最佳算法实现方式并优化部署或者有数据分析、挖掘、建模等方面的背景；\n6、了解编程规范/惯用法/设计模式，掌握OOD/业界常用框架优先。"",""jobStrength"":null,""topSchool"":null}","[""西安""]",毕业不限,5000,1,200,300,0,华为,不需要融资,10000人以上,华为,深圳
259062,94848,web 后端开发实习生（Python/Golang）,"{""requirements"":""任职要求：\n1. 计算机、物理、数学专业，本科及以上学历；\n2. 有实际 Python/Golang Web 开发经验；\n3. 熟悉 Linux 环境及相关操作；\n4. 熟悉网络协议栈，比如 TCP/IP 协议、MQTT 协议、HTTP协议等；\n5. 具备优秀的快速学习和自我激励能力\n\n加分项\n* 参加过 ACM, CCF 等计算机相关比赛并获奖；\n* 使用 Github 并发表过原创内容或为开源项目做过贡献；"",""infos"":""公司简介\nEMQ - 杭州映云科技有限公司是面向 5G 和物联网市场的消息与流处理开源软件公司。\nEMQ 创始团队主要来自华为、IBM、亚马逊和苹果，拥有多年的工作经验和对行业的深刻理解，并对开源软件产业的未来抱有坚定的信念。\n\n岗位职责：\n1. 协助开发、维护和优化 EMQX Cloud 的后端服务，确保系统的可靠性和扩展性。\n2. 使用 Python 进行 API、微服务及后台任务系统的开发和改进。\n3. 参与云平台（如 AWS、Azure、GCP）相关功能模块的设计与实现。""}","[""昆明""]",毕业不限,5000,1,200,250,0,澜图未来（成都）数据科技,未融资,暂无,澜图未来（成都）数据科技,成都市
288901,104016,python,"{""requirements"":""岗位要求\n1. 知名大学本科或者研究生，每周至少4天稳定的实习时间\n2. 了解AIGC的前沿应用，在生活中、学习中有使用chatgpt或者类似的模型者优先\n3. 具备良好的逻辑思维，优秀的需求理解能力和拆解复杂任务的能力，有产品经理的实习经验者优先。\n4. 具备一定的计算机知识，如编程语言，机器学习。\n5. 具备中英文写作能力，有出色的口头和书面沟通能力。\n6. 有良好的工作习惯，善于归纳和记录工作内容。\n7. 良好的沟通协作能力"",""infos"":""岗位职责\n1. 基于语言模型，设计、开发和完善代码，满足不同应用场景的需求。\n2. 测试和分析代码效果，确定改进的领域。\n3. 参与人工智能相关技术的研究和创新，辅助团队进行技术预研""}","[""北京""]",毕业不限,5000,1,200,300,0,北京价值前沿科技有限公司,未融资,暂无,北京价值前沿科技有限公司,北京市
291692,106461,Python开发工程师（AIGC方向）,"{""requirements"":""1.全日制统招本科及以上学历，计算机相关专业，26届应届生\n2.Python基础扎实，工程化能力强，熟悉常用Python开源框架，如fastapi, sqlalchemy, pandas, requests等，熟悉常用组件mysql,redis, es等。"",""infos"":""1. 参与AI数字人直播后端服务平台的开发； \n2. 负责服务平台核心逻辑代码的开发；\n3. 负责后端服务平台数据库的设计和优化； \n4. 配合其他工程师，进行相关算法的工程化封装和调试部署； \n5. 保证服务端的稳定性、可扩展性、安全性和效率""}","[""北京""]",毕业不限,5000,1,200,300,0,北京广益集思智能科技有限公司,未融资,20-99人,北京广益集思智能科技有限公司,北京市
10727,109591,Java/C/C++/Python软件开发/测试【14薪+六险一金】,"{""requirements"":""岗位要求\n1、熟练掌握常用数据结构。\n2、熟悉计算机组成原理、操作系统、网络等。\n3.热爱编程，基础扎实，熟悉掌握但不限于Java、C/C++、GO、Python、JS等1种或多种主流编程语言 ，精通多线程、IO、网络编程等；\n4、精通客户端与服务器通信协议，精通 XML 、 JSON 数据交换格式，精通 STL、Curl、 DuiLib 等常用的开源库；\n5.熟悉底层软件、应用软件，具备操作系统、嵌入式软件开发相关的知识；\n6.具有良好的沟通能力，有良好的团队合作精神。对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。\n"",""infos"":""岗位职责\n1：负责应用软件开发和维护工作。\n2、负责软件模块需求分析、系核心模块代码编写和单元测试，完成概要设计文档、详细设计文档。\n3、积极主动的与项目相关人员沟通交流，持续改善产品体验。\n岗位亮点\n\n工作地点：\n西安、成都、深圳、北京、苏州、东莞、杭州、南京、上海、武汉等地的研究所均可\n\n福利待遇：\n薪资10-25K/月,试用期不打折+六险一金全额缴纳 +14薪+双休+法假+加班双薪+班车+夜宵""}","[""上海""]",2026届,5000,2,10,25,14,北京外企德科人力资源服务上海有限公司,未融资,1000-9999人,北京外企德科人力资源服务上海有限公司,上海
275404,102914,数据分析师（实习）,"{""requirements"":""1、熟练使用SQL， 了解Python或者R\n2、很强的逻辑思维与商业洞察力，能以合适分析框架解决各种复杂问题\n3、有一定的商业与产品Sense，能对用户有较深的理解\n4、对流行文化、PGC1 UGC视频、直播、综艺、音乐、电影等有兴趣及-定认知者优先"",""infos"":""1、基于数据、调研、公司产品与竞品的理解，解决短视频、直播以及新产品增长相关的各种复杂商业分析问题，能独立完成从方案设计、数据加工与分析，到结论展示的整个流程\n2、对公司内外部数据进行挖掘，在深入的产品理解与用户洞察基础上，自主发掘课题，提出有实效的建议，驱动产品迭代\n了、针对不同业务市场、产品、增长等业务线做数据支持""}","[""上海""]",毕业不限,5000,1,200,500,0,智信恒瑞,上市,20-99人,智信恒瑞,北京市
239,107927,Python,"{""infos"":""华为公共开发部AI算法工程师/AI应用工程师招聘\n\n1.  登录华为招聘官网\n选择 校园招聘 — 应届生招聘 — 国内本硕 — 查询相关岗位\n职位搜索中，输入关键字“AI”，选择“AI算法工程师/AI应用工程师/其他相关岗位”；\n2.  选择意向部门，选择第一意向部门“ICT-公共开发部”，点击“确定”和“申请”后完善线上简历；\n3.  有Python/Java/Js语言开发或者算法经验均可\n\n完成后可以获取到简历编号，反馈简历编号可以推荐"",""requirements"":""1. 本科以上学历；\n2. 熟悉Python、Java、JavaScript语言中的一种，或者有算法相关经验""}","[""东莞""]",2025届,5000,2,18,25,14,华为,不需要融资,10000人以上,华为,深圳
294098,108232,Python,"{""requirements"":""任职要求：\n1. 统招本科，软件工程/计算机类相关专业毕业；\n2. 3-5年真实的Java开发经验，同时有接触Python的开发；\n3. 沟通良好，能吃苦耐劳；\n4. 自驱力强。"",""jobStrength"":"""",""infos"":""岗位职责\n1. 负责公司自研产品（SaaS/ERP类产品）的开发工作；\n2. 负责产品的高质量交付，确保功能的同时兼顾产品的性能、可维护性和可扩展性；\n3. 内部需求的细化和完善；\n4. 技术文档的编写；\n5. 领导交办的其他工作。""}","[""上海""]",毕业不限,0,2,10,18,12,锐义,未融资,暂无,锐义,上海市
274536,102461,数据分析师（实习）,"{""requirements"":""1.统计、数学、信息技术、生物统计本科以上学历，有互联网分析经验优先\n2.良好的业务梳理能力，对数据有较好的敏感性及洞察力，善于总结归纳，能从海量数据提炼核心结果\n3.良好的沟通能力，能自如与业务部门，技术部门沟通，有跨部门合作经验优先\n4.熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题 \n5.熟练运用SQL进行数据处理，熟练编程语言如Python，R语言等优先"",""infos"":""1. 构建全面的、准确的、能反映服务业务线特征的整体指标体系，并基于业务监控指标体系，及时发现与定位业务问题\n2以实现业务目标为导向，通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、业务策略提供数据支持 了.\n3.沉淀分析思路与框架，提炼数据产品需求，与相关团队(如技术开发团队）协作并推动数据产品的落地\n4. 与相关团队协作进行数据建模工作，推动业务部门的数据化运营""}","[""广州""]",2025届,5000,1,200,500,14,麦穗科技,未融资,20-99人,麦穗科技,杭州市
10727,109591,Java/C/C++/Python软件开发/测试【14薪+六险一金】,"{""requirements"":""岗位要求\n1、熟练掌握常用数据结构。\n2、熟悉计算机组成原理、操作系统、网络等。\n3.热爱编程，基础扎实，熟悉掌握但不限于Java、C/C++、GO、Python、JS等1种或多种主流编程语言 ，精通多线程、IO、网络编程等；\n4、精通客户端与服务器通信协议，精通 XML 、 JSON 数据交换格式，精通 STL、Curl、 DuiLib 等常用的开源库；\n5.熟悉底层软件、应用软件，具备操作系统、嵌入式软件开发相关的知识；\n6.具有良好的沟通能力，有良好的团队合作精神。对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。\n"",""infos"":""岗位职责\n1：负责应用软件开发和维护工作。\n2、负责软件模块需求分析、系核心模块代码编写和单元测试，完成概要设计文档、详细设计文档。\n3、积极主动的与项目相关人员沟通交流，持续改善产品体验。\n岗位亮点\n\n工作地点：\n西安、成都、深圳、北京、苏州、东莞、杭州、南京、上海、武汉等地的研究所均可\n\n福利待遇：\n薪资10-25K/月,试用期不打折+六险一金全额缴纳 +14薪+双休+法假+加班双薪+班车+夜宵""}","[""西安""]",2026届,5000,2,10,25,14,北京外企德科人力资源服务上海有限公司,未融资,1000-9999人,北京外企德科人力资源服务上海有限公司,上海
275404,102914,数据分析师（实习）,"{""requirements"":""1、熟练使用SQL， 了解Python或者R\n2、很强的逻辑思维与商业洞察力，能以合适分析框架解决各种复杂问题\n3、有一定的商业与产品Sense，能对用户有较深的理解\n4、对流行文化、PGC1 UGC视频、直播、综艺、音乐、电影等有兴趣及-定认知者优先"",""infos"":""1、基于数据、调研、公司产品与竞品的理解，解决短视频、直播以及新产品增长相关的各种复杂商业分析问题，能独立完成从方案设计、数据加工与分析，到结论展示的整个流程\n2、对公司内外部数据进行挖掘，在深入的产品理解与用户洞察基础上，自主发掘课题，提出有实效的建议，驱动产品迭代\n了、针对不同业务市场、产品、增长等业务线做数据支持""}","[""北京""]",毕业不限,5000,1,200,500,0,智信恒瑞,上市,20-99人,智信恒瑞,北京市
156615,53824,python讲师,"{""infos"":""岗位职责：\n1、负责所属Python向的课程优化、改进教学方法，完善课程体系\n2、负责Python开发课程的研发工作，包括教材、教学大纲、教学PPT、课程案例、教学活动、备课等"",""requirements"":""任职要求：\n1、掌握基础Python语言，掌握第三方款框架会Django框架优先\n2、需要了解爬虫等\n3、对数据结构和算法设计有较为深刻的理解，具有良好的沟通能力和团队合作意识\n4、对爬虫,人工智能,自动化测试及数据分析领域有所了解的优先\n5、有很强的学习能力。\n每周下午茶+ 团建+ 年底年会，活动多多欢迎应聘。""}","[""长沙""]",毕业不限,0,2,4,8,13,湖南诚趣教育,未融资,20-99人,湖南诚趣教育,长沙市
239,106936,Python,"{""infos"":""1、负责AI领域的软件工程化和产品开发；\n2、负责AI算法及系统的设计和实现，包括但不限于：神经网络与机器学习、计算机视觉、无人驾驶、路径规划、智能决策、推荐系统、大模型、生成式AI等；\n3、负责产品的集成和调测，以及各类工具链的开发；\n4、负责对外洞察AI领域最新趋势，包括但不限于：大模型、生成式AI、AI for coding等。"",""requirements"":""1、计算机或人工智能相关专业，具备一个及以上大型实际软件项目经验，独立承担过关键子模块的开发工作；\n2、熟练运用至少一门编程语言（C++ /Java /Python/Rust等）；\n3、熟悉Tensorflow/scikit-learn/xgboost/Caffe/MindSpore/pytorch等主流深度学习框架的使用，具备AI算法开发及应用经验者优先；\n4、深入理解计算机系统架构与操作系统，熟练掌握异构计算平台原理和典型硬件加速器的使用方法，熟练运用并发编程和底层调试，熟悉Linux/ROS；\n5、熟悉深度神经网络、计算机视觉、机器人导航定位、运动规划、机器学习算法和知识图谱等的至少一种，能够针对算法特点与芯片硬件特点设计最佳算法实现方式并优化部署或者有数据分析、挖掘、建模等方面的背景；\n6、了解编程规范/惯用法/设计模式，掌握OOD/业界常用框架优先。"",""jobStrength"":null,""topSchool"":null}","[""东莞""]",毕业不限,5000,1,200,300,0,华为,不需要融资,10000人以上,华为,深圳
